
 epochs   TRAIN_error   TEST_error
    1     0.5751303     0.5833007
    2     0.5751303     0.5833007
    3     0.5751303     0.5833007
    4     0.5751303     0.5833007
    5     0.5751303     0.5833007
    6     0.5751303     0.5833007
    7     0.5751303     0.5833007
    8     0.5751303     0.5833007
    9     0.5751303     0.5833007
   10     0.5751303     0.5833007
   11     0.5751303     0.5833007
   12     0.5751303     0.5833007
   13     0.5751303     0.5833007
   14     0.5751303     0.5833007
   15     0.5751303     0.5833007
   16     0.5751303     0.5833007
   17     0.5751303     0.5833007
   18     0.5751303     0.5833007
   19     0.5751303     0.5833007
   20     0.5751303     0.5833007
   21     0.5751303     0.5833007
   22     0.5751303     0.5833007
   23     0.5751303     0.5833007
   24     0.5751303     0.5833007
   25     0.5751303     0.5833007
   26     0.5751303     0.5833007
   27     0.5751303     0.5833007
   28     0.5751303     0.5833007
   29     0.5751303     0.5833007
   30     0.5751303     0.5833007
   31     0.5751303     0.5833007
   32     0.5751303     0.5833007
   33     0.5751303     0.5833007
   34     0.5751303     0.5833007
   35     0.5751303     0.5833007
   36     0.5751303     0.5833007
   37     0.5751303     0.5833007
   38     0.5751303     0.5833007
   39     0.5751303     0.5833007
   40     0.5751303     0.5833007
   41     0.5751303     0.5833007
   42     0.5751303     0.5833007
   43     0.5751303     0.5833007
   44     0.5751303     0.5833007
   45     0.5751303     0.5833007
   46     0.5751303     0.5833007
   47     0.5751303     0.5833007
   48     0.5751303     0.5833007
   49     0.5751303     0.5833007
   50     0.5751303     0.5833007
   51     0.5751303     0.5833007
   52     0.5751303     0.5833007
   53     0.5751303     0.5833007
   54     0.5751303     0.5833007
   55     0.5751303     0.5833007
   56     0.5751303     0.5833007
   57     0.5751303     0.5833007
   58     0.5751303     0.5833007
   59     0.5751303     0.5833007
   60     0.5751303     0.5833007
   61     0.5751303     0.5833007
   62     0.5751303     0.5833007
   63     0.5751303     0.5833007
   64     0.5751303     0.5833007
   65     0.5751303     0.5833007
   66     0.5751303     0.5833007
   67     0.5751303     0.5833007
   68     0.5751303     0.5833007
   69     0.5751303     0.5833007
   70     0.5751303     0.5833007
   71     0.5751303     0.5833007
   72     0.5751303     0.5833007
   73     0.5751303     0.5833007
   74     0.5751303     0.5833007
   75     0.5751303     0.5833007
   76     0.5751303     0.5833007
   77     0.5751303     0.5833007
   78     0.5751303     0.5833007
   79     0.5751303     0.5833007
   80     0.5751303     0.5833007
   81     0.5751303     0.5833007
   82     0.5751303     0.5833007
   83     0.5751303     0.5833007
   84     0.5751303     0.5833007
   85     0.5751303     0.5833007
   86     0.5751303     0.5833007
   87     0.5751303     0.5833007
   88     0.5751303     0.5833007
   89     0.5751303     0.5833007
   90     0.5751303     0.5833007
   91     0.5751303     0.5833007
   92     0.5751303     0.5833007
   93     0.5751303     0.5833007
   94     0.5751303     0.5833007
   95     0.5751303     0.5833007
   96     0.5751303     0.5833007
   97     0.5751303     0.5833007
   98     0.5751303     0.5833007
   99     0.5751303     0.5833007
  100     0.5751303     0.5833007
TRAIN ERROR =  0.5751303
TEST  ERROR =  0.5833007
VAL   ERROR =  0.5835052
 
