
 epochs   TRAIN_error   TEST_error
    1     0.6085824     0.5898971
    2     0.5766971     0.5845106
    3     0.5766971     0.5845106
    4     0.5751831     0.5830624
    5     0.5751831     0.5830624
    6     0.5751831     0.5830624
    7     0.5751831     0.5830624
    8     0.5751831     0.5830624
    9     0.5751831     0.5830624
   10     0.5751831     0.5830624
   11     0.5751831     0.5830624
   12     0.5751831     0.5830624
   13     0.5751831     0.5830624
   14     0.5751831     0.5830624
   15     0.5751831     0.5830624
   16     0.5751831     0.5830624
   17     0.5751831     0.5830624
   18     0.5751831     0.5830624
   19     0.5751831     0.5830624
   20     0.5751831     0.5830624
   21     0.5751831     0.5830624
   22     0.5751831     0.5830624
   23     0.5751831     0.5830624
   24     0.5751831     0.5830624
   25     0.5751831     0.5830624
   26     0.5751831     0.5830624
   27     0.5751831     0.5830624
   28     0.5751831     0.5830624
   29     0.5751831     0.5830624
   30     0.5751831     0.5830624
   31     0.5751831     0.5830624
   32     0.5751831     0.5830624
   33     0.5751831     0.5830624
   34     0.5751831     0.5830624
   35     0.5751831     0.5830624
   36     0.5751831     0.5830624
   37     0.5751831     0.5830624
   38     0.5751831     0.5830624
   39     0.5751831     0.5830624
   40     0.5751831     0.5830624
   41     0.5751831     0.5830624
   42     0.5751831     0.5830624
   43     0.5751831     0.5830624
   44     0.5751831     0.5830624
   45     0.5751831     0.5830624
   46     0.5751831     0.5830624
   47     0.5751831     0.5830624
   48     0.5751831     0.5830624
   49     0.5751831     0.5830624
   50     0.5751831     0.5830624
   51     0.5751831     0.5830624
   52     0.5751831     0.5830624
   53     0.5751831     0.5830624
   54     0.5751831     0.5830624
   55     0.5751831     0.5830624
   56     0.5751831     0.5830624
   57     0.5751831     0.5830624
   58     0.5751831     0.5830624
   59     0.5751831     0.5830624
   60     0.5751831     0.5830624
   61     0.5751784     0.5830516
   62     0.5751784     0.5830516
   63     0.5751784     0.5830516
   64     0.5751784     0.5830516
   65     0.5751784     0.5830516
   66     0.5751784     0.5830516
   67     0.5751784     0.5830516
   68     0.5751784     0.5830516
   69     0.5751660     0.5830461
   70     0.5751660     0.5830461
   71     0.5751660     0.5830461
   72     0.5751660     0.5830461
   73     0.5751660     0.5830461
   74     0.5751660     0.5830461
   75     0.5751660     0.5830461
   76     0.5751660     0.5830461
   77     0.5751660     0.5830461
   78     0.5751660     0.5830461
   79     0.5751660     0.5830461
   80     0.5751660     0.5830461
   81     0.5751660     0.5830461
   82     0.5751660     0.5830461
   83     0.5751660     0.5830461
   84     0.5751660     0.5830461
   85     0.5751660     0.5830461
   86     0.5751660     0.5830461
   87     0.5751660     0.5830461
   88     0.5751660     0.5830461
   89     0.5751660     0.5830461
   90     0.5751660     0.5830461
   91     0.5751660     0.5830461
   92     0.5751660     0.5830461
   93     0.5751660     0.5830461
   94     0.5751660     0.5830461
   95     0.5751660     0.5830461
   96     0.5751660     0.5830461
   97     0.5751660     0.5830461
   98     0.5751660     0.5830461
   99     0.5751660     0.5830461
  100     0.5751660     0.5830461
TRAIN ERROR =  0.5751660
TEST  ERROR =  0.5830461
VAL   ERROR =  0.5835997
 
