
 epochs   TRAIN_error   TEST_error
    1     0.5775984     0.5760956
    2     0.5775984     0.5760956
    3     0.5775984     0.5760956
    4     0.5775984     0.5760956
    5     0.5775984     0.5760956
    6     0.5775984     0.5760956
    7     0.5775984     0.5760956
    8     0.5775984     0.5760956
    9     0.5775984     0.5760956
   10     0.5775984     0.5760956
   11     0.5775984     0.5760956
   12     0.5775984     0.5760956
   13     0.5775984     0.5760956
   14     0.5775984     0.5760956
   15     0.5775984     0.5760956
   16     0.5775984     0.5760956
   17     0.5775984     0.5760956
   18     0.5775984     0.5760956
   19     0.5775984     0.5760956
   20     0.5775984     0.5760956
   21     0.5775984     0.5760956
   22     0.5775984     0.5760956
   23     0.5775984     0.5760956
   24     0.5775984     0.5760956
   25     0.5775984     0.5760956
   26     0.5775984     0.5760956
   27     0.5775984     0.5760956
   28     0.5775984     0.5760956
   29     0.5775984     0.5760956
   30     0.5775984     0.5760956
   31     0.5775984     0.5760956
   32     0.5775984     0.5760956
   33     0.5775984     0.5760956
   34     0.5775984     0.5760956
   35     0.5775984     0.5760956
   36     0.5775984     0.5760956
   37     0.5775984     0.5760956
   38     0.5775984     0.5760956
   39     0.5775984     0.5760956
   40     0.5775984     0.5760956
   41     0.5775984     0.5760956
   42     0.5775984     0.5760956
   43     0.5775984     0.5760956
   44     0.5775984     0.5760956
   45     0.5775984     0.5760956
   46     0.5775984     0.5760956
   47     0.5775984     0.5760956
   48     0.5775984     0.5760956
   49     0.5775984     0.5760956
   50     0.5775984     0.5760956
   51     0.5775984     0.5760956
   52     0.5775984     0.5760956
   53     0.5775984     0.5760956
   54     0.5775984     0.5760956
   55     0.5775984     0.5760956
   56     0.5775984     0.5760956
   57     0.5775984     0.5760956
   58     0.5775984     0.5760956
   59     0.5775984     0.5760956
   60     0.5775984     0.5760956
   61     0.5775984     0.5760956
   62     0.5775984     0.5760956
   63     0.5775984     0.5760956
   64     0.5775984     0.5760956
   65     0.5775984     0.5760956
   66     0.5775984     0.5760956
   67     0.5775984     0.5760956
   68     0.5775984     0.5760956
   69     0.5775984     0.5760956
   70     0.5775984     0.5760956
   71     0.5775984     0.5760956
   72     0.5775984     0.5760956
   73     0.5775984     0.5760956
   74     0.5775984     0.5760956
   75     0.5775984     0.5760956
   76     0.5775984     0.5760956
   77     0.5775984     0.5760956
   78     0.5775984     0.5760956
   79     0.5775984     0.5760956
   80     0.5775984     0.5760956
   81     0.5775984     0.5760956
   82     0.5775984     0.5760956
   83     0.5775984     0.5760956
   84     0.5775984     0.5760956
   85     0.5775984     0.5760956
   86     0.5775984     0.5760956
   87     0.5775984     0.5760956
   88     0.5775984     0.5760956
   89     0.5775984     0.5760956
   90     0.5775984     0.5760956
   91     0.5775984     0.5760956
   92     0.5775984     0.5760956
   93     0.5775984     0.5760956
   94     0.5775984     0.5760956
   95     0.5775984     0.5760956
   96     0.5775984     0.5760956
   97     0.5775984     0.5760956
   98     0.5775984     0.5760956
   99     0.5775984     0.5760956
  100     0.5775984     0.5760956
TRAIN ERROR =  0.5775984
TEST  ERROR =  0.5760956
VAL   ERROR =  0.5828845
 
