
 epochs   TRAIN_error   TEST_error
    1     0.5762545     0.5853814
    2     0.5762545     0.5853814
    3     0.5762545     0.5853814
    4     0.5762545     0.5853814
    5     0.5762545     0.5853814
    6     0.5762545     0.5853814
    7     0.5762545     0.5853814
    8     0.5762545     0.5853814
    9     0.5762545     0.5853814
   10     0.5762545     0.5853814
   11     0.5762545     0.5853814
   12     0.5762545     0.5853814
   13     0.5762545     0.5853814
   14     0.5762545     0.5853814
   15     0.5762545     0.5853814
   16     0.5762545     0.5853814
   17     0.5762545     0.5853814
   18     0.5762545     0.5853814
   19     0.5762545     0.5853814
   20     0.5762545     0.5853814
   21     0.5762545     0.5853814
   22     0.5762545     0.5853814
   23     0.5762545     0.5853814
   24     0.5762545     0.5853814
   25     0.5762545     0.5853814
   26     0.5762545     0.5853814
   27     0.5762545     0.5853814
   28     0.5762545     0.5853814
   29     0.5762545     0.5853814
   30     0.5762545     0.5853814
   31     0.5762545     0.5853814
   32     0.5762545     0.5853814
   33     0.5762545     0.5853814
   34     0.5762545     0.5853814
   35     0.5762545     0.5853814
   36     0.5762545     0.5853814
   37     0.5762545     0.5853814
   38     0.5762545     0.5853814
   39     0.5762545     0.5853814
   40     0.5762545     0.5853814
   41     0.5762545     0.5853814
   42     0.5762545     0.5853814
   43     0.5762545     0.5853814
   44     0.5762545     0.5853814
   45     0.5762545     0.5853814
   46     0.5762545     0.5853814
   47     0.5762545     0.5853814
   48     0.5762545     0.5853814
   49     0.5762545     0.5853814
   50     0.5762545     0.5853814
   51     0.5762545     0.5853814
   52     0.5762545     0.5853814
   53     0.5762545     0.5853814
   54     0.5762545     0.5853814
   55     0.5762545     0.5853814
   56     0.5762545     0.5853814
   57     0.5762545     0.5853814
   58     0.5762545     0.5853814
   59     0.5762545     0.5853814
   60     0.5762545     0.5853814
   61     0.5762545     0.5853814
   62     0.5762545     0.5853814
   63     0.5762545     0.5853814
   64     0.5762545     0.5853814
   65     0.5762545     0.5853814
   66     0.5762545     0.5853814
   67     0.5762545     0.5853814
   68     0.5762545     0.5853814
   69     0.5762545     0.5853814
   70     0.5762545     0.5853814
   71     0.5762545     0.5853814
   72     0.5762545     0.5853814
   73     0.5762545     0.5853814
   74     0.5762545     0.5853814
   75     0.5762545     0.5853814
   76     0.5762545     0.5853814
   77     0.5762545     0.5853814
   78     0.5762545     0.5853814
   79     0.5762545     0.5853814
   80     0.5762545     0.5853814
   81     0.5762545     0.5853814
   82     0.5762545     0.5853814
   83     0.5762545     0.5853814
   84     0.5762545     0.5853814
   85     0.5762545     0.5853814
   86     0.5762545     0.5853814
   87     0.5762545     0.5853814
   88     0.5762545     0.5853814
   89     0.5762545     0.5853814
   90     0.5762545     0.5853814
   91     0.5762545     0.5853814
   92     0.5762545     0.5853814
   93     0.5762545     0.5853814
   94     0.5762545     0.5853814
   95     0.5762545     0.5853814
   96     0.5762545     0.5853814
   97     0.5762545     0.5853814
   98     0.5762545     0.5853814
   99     0.5762545     0.5853814
  100     0.5762545     0.5853814
TRAIN ERROR =  0.5762545
TEST  ERROR =  0.5853814
VAL   ERROR =  0.5846108
 
