
 epochs   TRAIN_error   TEST_error
    1     0.5966386     0.5974479
    2     0.5760413     0.5911728
    3     0.5760413     0.5911728
    4     0.5760413     0.5911728
    5     0.5759078     0.5908211
    6     0.5759078     0.5908211
    7     0.5759078     0.5908211
    8     0.5759078     0.5908211
    9     0.5759078     0.5908211
   10     0.5759078     0.5908211
   11     0.5759078     0.5908211
   12     0.5759078     0.5908211
   13     0.5759078     0.5908211
   14     0.5759078     0.5908211
   15     0.5759078     0.5908211
   16     0.5759078     0.5908211
   17     0.5759078     0.5908211
   18     0.5759078     0.5908211
   19     0.5759078     0.5908211
   20     0.5759078     0.5908211
   21     0.5759078     0.5908211
   22     0.5759078     0.5908211
   23     0.5759078     0.5908211
   24     0.5759078     0.5908211
   25     0.5759078     0.5908211
   26     0.5759078     0.5908211
   27     0.5759078     0.5908211
   28     0.5759078     0.5908211
   29     0.5759078     0.5908211
   30     0.5759078     0.5908211
   31     0.5759078     0.5908211
   32     0.5759078     0.5908211
   33     0.5759078     0.5908211
   34     0.5759078     0.5908211
   35     0.5759078     0.5908211
   36     0.5759078     0.5908211
   37     0.5759078     0.5908211
   38     0.5759078     0.5908211
   39     0.5759078     0.5908211
   40     0.5759078     0.5908211
   41     0.5759078     0.5908211
   42     0.5759078     0.5908211
   43     0.5759078     0.5908211
   44     0.5759078     0.5908211
   45     0.5759078     0.5908211
   46     0.5759078     0.5908211
   47     0.5759078     0.5908211
   48     0.5759078     0.5908211
   49     0.5759078     0.5908211
   50     0.5759078     0.5908211
   51     0.5759078     0.5908211
   52     0.5759078     0.5908211
   53     0.5759078     0.5908211
   54     0.5759078     0.5908211
   55     0.5759078     0.5908211
   56     0.5759078     0.5908211
   57     0.5759078     0.5908211
   58     0.5759078     0.5908211
   59     0.5759078     0.5908211
   60     0.5759078     0.5908211
   61     0.5759078     0.5908211
   62     0.5759078     0.5908211
   63     0.5759078     0.5908211
   64     0.5759078     0.5908211
   65     0.5759078     0.5908211
   66     0.5759078     0.5908211
   67     0.5759078     0.5908211
   68     0.5759078     0.5908211
   69     0.5759078     0.5908211
   70     0.5759078     0.5908211
   71     0.5759078     0.5908211
   72     0.5759078     0.5908211
   73     0.5759078     0.5908211
   74     0.5759078     0.5908211
   75     0.5759078     0.5908211
   76     0.5759078     0.5908211
   77     0.5759078     0.5908211
   78     0.5759078     0.5908211
   79     0.5759078     0.5908211
   80     0.5759078     0.5908211
   81     0.5759078     0.5908211
   82     0.5759078     0.5908211
   83     0.5759078     0.5908211
   84     0.5759078     0.5908211
   85     0.5759078     0.5908211
   86     0.5759078     0.5908211
   87     0.5759078     0.5908211
   88     0.5759078     0.5908211
   89     0.5759078     0.5908211
   90     0.5759078     0.5908211
   91     0.5759078     0.5908211
   92     0.5759078     0.5908211
   93     0.5759078     0.5908211
   94     0.5759078     0.5908211
   95     0.5759078     0.5908211
   96     0.5759078     0.5908211
   97     0.5759078     0.5908211
   98     0.5759078     0.5908211
   99     0.5759078     0.5908211
  100     0.5759078     0.5908211
TRAIN ERROR =  0.5759078
TEST  ERROR =  0.5908211
VAL   ERROR =  0.5848114
 
