
 epochs   TRAIN_error   TEST_error
    1     0.6119151     0.5838317
    2     0.5774996     0.5864314
    3     0.5774996     0.5864314
    4     0.5748541     0.5840813
    5     0.5748541     0.5840813
    6     0.5748541     0.5840813
    7     0.5748541     0.5840813
    8     0.5748541     0.5840813
    9     0.5748541     0.5840813
   10     0.5748541     0.5840813
   11     0.5748541     0.5840813
   12     0.5748541     0.5840813
   13     0.5748541     0.5840813
   14     0.5748541     0.5840813
   15     0.5748541     0.5840813
   16     0.5748541     0.5840813
   17     0.5748541     0.5840813
   18     0.5748541     0.5840813
   19     0.5748541     0.5840813
   20     0.5748541     0.5840813
   21     0.5748541     0.5840813
   22     0.5748541     0.5840813
   23     0.5748541     0.5840813
   24     0.5748541     0.5840813
   25     0.5748541     0.5840813
   26     0.5748541     0.5840813
   27     0.5748541     0.5840813
   28     0.5748541     0.5840813
   29     0.5748541     0.5840813
   30     0.5748541     0.5840813
   31     0.5748541     0.5840813
   32     0.5748541     0.5840813
   33     0.5748541     0.5840813
   34     0.5748541     0.5840813
   35     0.5748541     0.5840813
   36     0.5748541     0.5840813
   37     0.5748541     0.5840813
   38     0.5748541     0.5840813
   39     0.5748541     0.5840813
   40     0.5748541     0.5840813
   41     0.5748541     0.5840813
   42     0.5748541     0.5840813
   43     0.5748541     0.5840813
   44     0.5748541     0.5840813
   45     0.5748541     0.5840813
   46     0.5748541     0.5840813
   47     0.5748541     0.5840813
   48     0.5748541     0.5840813
   49     0.5748541     0.5840813
   50     0.5748541     0.5840813
   51     0.5748541     0.5840813
   52     0.5748541     0.5840813
   53     0.5748541     0.5840813
   54     0.5748541     0.5840813
   55     0.5748541     0.5840813
   56     0.5748541     0.5840813
   57     0.5748541     0.5840813
   58     0.5748541     0.5840813
   59     0.5748541     0.5840813
   60     0.5748541     0.5840813
   61     0.5748541     0.5840813
   62     0.5748541     0.5840813
   63     0.5748541     0.5840813
   64     0.5748541     0.5840813
   65     0.5748541     0.5840813
   66     0.5748541     0.5840813
   67     0.5748541     0.5840813
   68     0.5748541     0.5840813
   69     0.5748541     0.5840813
   70     0.5748541     0.5840813
   71     0.5748541     0.5840813
   72     0.5748541     0.5840813
   73     0.5748541     0.5840813
   74     0.5748541     0.5840813
   75     0.5748541     0.5840813
   76     0.5748541     0.5840813
   77     0.5748541     0.5840813
   78     0.5748541     0.5840813
   79     0.5748541     0.5840813
   80     0.5748541     0.5840813
   81     0.5748541     0.5840813
   82     0.5748541     0.5840813
   83     0.5748541     0.5840813
   84     0.5748541     0.5840813
   85     0.5748541     0.5840813
   86     0.5748541     0.5840813
   87     0.5748541     0.5840813
   88     0.5748541     0.5840813
   89     0.5748541     0.5840813
   90     0.5748541     0.5840813
   91     0.5748541     0.5840813
   92     0.5748541     0.5840813
   93     0.5748541     0.5840813
   94     0.5748541     0.5840813
   95     0.5748541     0.5840813
   96     0.5748541     0.5840813
   97     0.5748541     0.5840813
   98     0.5748541     0.5840813
   99     0.5748541     0.5840813
  100     0.5748541     0.5840813
TRAIN ERROR =  0.5748541
TEST  ERROR =  0.5840813
VAL   ERROR =  0.5839131
 
