
 epochs   TRAIN_error   TEST_error
    1     0.5831944     0.5924313
    2     0.5831944     0.5924313
    3     0.5831944     0.5924313
    4     0.5831944     0.5924313
    5     0.5831944     0.5924313
    6     0.5831944     0.5924313
    7     0.5831944     0.5924313
    8     0.5831944     0.5924313
    9     0.5831944     0.5924313
   10     0.5831944     0.5924313
   11     0.5831944     0.5924313
   12     0.5831944     0.5924313
   13     0.5831944     0.5924313
   14     0.5831944     0.5924313
   15     0.5831944     0.5924313
   16     0.5831944     0.5924313
   17     0.5831944     0.5924313
   18     0.5831944     0.5924313
   19     0.5831944     0.5924313
   20     0.5831944     0.5924313
   21     0.5831944     0.5924313
   22     0.5831944     0.5924313
   23     0.5831944     0.5924313
   24     0.5831944     0.5924313
   25     0.5831944     0.5924313
   26     0.5831944     0.5924313
   27     0.5831944     0.5924313
   28     0.5831944     0.5924313
   29     0.5831944     0.5924313
   30     0.5831944     0.5924313
   31     0.5831944     0.5924313
   32     0.5831944     0.5924313
   33     0.5831944     0.5924313
   34     0.5831944     0.5924313
   35     0.5831944     0.5924313
   36     0.5831944     0.5924313
   37     0.5831944     0.5924313
   38     0.5831944     0.5924313
   39     0.5831944     0.5924313
   40     0.5831944     0.5924313
   41     0.5831944     0.5924313
   42     0.5831944     0.5924313
   43     0.5831944     0.5924313
   44     0.5831944     0.5924313
   45     0.5831944     0.5924313
   46     0.5831944     0.5924313
   47     0.5831944     0.5924313
   48     0.5831944     0.5924313
   49     0.5831944     0.5924313
   50     0.5831944     0.5924313
   51     0.5831944     0.5924313
   52     0.5831944     0.5924313
   53     0.5831944     0.5924313
   54     0.5831944     0.5924313
   55     0.5831944     0.5924313
   56     0.5831944     0.5924313
   57     0.5831944     0.5924313
   58     0.5831944     0.5924313
   59     0.5831944     0.5924313
   60     0.5831944     0.5924313
   61     0.5831944     0.5924313
   62     0.5831944     0.5924313
   63     0.5831944     0.5924313
   64     0.5831944     0.5924313
   65     0.5831944     0.5924313
   66     0.5831944     0.5924313
   67     0.5831944     0.5924313
   68     0.5831944     0.5924313
   69     0.5831944     0.5924313
   70     0.5831944     0.5924313
   71     0.5831944     0.5924313
   72     0.5831944     0.5924313
   73     0.5831944     0.5924313
   74     0.5831944     0.5924313
   75     0.5831944     0.5924313
   76     0.5831944     0.5924313
   77     0.5831944     0.5924313
   78     0.5831944     0.5924313
   79     0.5831944     0.5924313
   80     0.5831944     0.5924313
   81     0.5831944     0.5924313
   82     0.5831944     0.5924313
   83     0.5831944     0.5924313
   84     0.5831944     0.5924313
   85     0.5831944     0.5924313
   86     0.5831944     0.5924313
   87     0.5831944     0.5924313
   88     0.5831944     0.5924313
   89     0.5831944     0.5924313
   90     0.5831944     0.5924313
   91     0.5831944     0.5924313
   92     0.5831944     0.5924313
   93     0.5831944     0.5924313
   94     0.5831944     0.5924313
   95     0.5831944     0.5924313
   96     0.5831944     0.5924313
   97     0.5831944     0.5924313
   98     0.5831944     0.5924313
   99     0.5831944     0.5924313
  100     0.5831944     0.5924313
TRAIN ERROR =  0.5831944
TEST  ERROR =  0.5924313
VAL   ERROR =  0.5905271
 
