
 epochs   TRAIN_error   TEST_error
    1     1.3460686     0.5823974
    2     1.3460686     0.5823974
    3     1.3460686     0.5823974
    4     1.3460686     0.5823974
    5     1.2548723     1.2605039
    6     0.5835582     0.5909883
    7     0.5835582     0.5909883
    8     0.5835582     0.5909883
    9     0.5835582     0.5909883
   10     0.5835582     0.5909883
   11     0.5835582     0.5909883
   12     0.5835582     0.5909883
   13     0.5835582     0.5909883
   14     0.5835582     0.5909883
   15     0.5835582     0.5909883
   16     0.5835582     0.5909883
   17     0.5835582     0.5909883
   18     0.5835582     0.5909883
   19     0.5835582     0.5909883
   20     0.5835582     0.5909883
   21     0.5835582     0.5909883
   22     0.5835582     0.5909883
   23     0.5835582     0.5909883
   24     0.5835582     0.5909883
   25     0.5835582     0.5909883
   26     0.5835582     0.5909883
   27     0.5835582     0.5909883
   28     0.5835582     0.5909883
   29     0.5835582     0.5909883
   30     0.5835582     0.5909883
   31     0.5835582     0.5909883
   32     0.5835582     0.5909883
   33     0.5835582     0.5909883
   34     0.5835582     0.5909883
   35     0.5835582     0.5909883
   36     0.5835582     0.5909883
   37     0.5835582     0.5909883
   38     0.5835582     0.5909883
   39     0.5835582     0.5909883
   40     0.5835582     0.5909883
   41     0.5835582     0.5909883
   42     0.5817146     0.5883298
   43     0.5817146     0.5883298
   44     0.5817146     0.5883298
   45     0.5817146     0.5883298
   46     0.5817146     0.5883298
   47     0.5817146     0.5883298
   48     0.5817146     0.5883298
   49     0.5817146     0.5883298
   50     0.5817146     0.5883298
   51     0.5817146     0.5883298
   52     0.5817146     0.5883298
   53     0.5817146     0.5883298
   54     0.5817146     0.5883298
   55     0.5817146     0.5883298
   56     0.5817146     0.5883298
   57     0.5817146     0.5883298
   58     0.5817146     0.5883298
   59     0.5817146     0.5883298
   60     0.5817146     0.5883298
   61     0.5817146     0.5883298
   62     0.5817146     0.5883298
   63     0.5817146     0.5883298
   64     0.5817146     0.5883298
   65     0.5817146     0.5883298
   66     0.5817146     0.5883298
   67     0.5817146     0.5883298
   68     0.5817146     0.5883298
   69     0.5817146     0.5883298
   70     0.5817146     0.5883298
   71     0.5817146     0.5883298
   72     0.5817146     0.5883298
   73     0.5817146     0.5883298
   74     0.5817146     0.5883298
   75     0.5817146     0.5883298
   76     0.5817146     0.5883298
   77     0.5817146     0.5883298
   78     0.5817146     0.5883298
   79     0.5817146     0.5883298
   80     0.5817146     0.5883298
   81     0.5817146     0.5883298
   82     0.5817146     0.5883298
   83     0.5817146     0.5883298
   84     0.5817146     0.5883298
   85     0.5817146     0.5883298
   86     0.5817146     0.5883298
   87     0.5817146     0.5883298
   88     0.5817146     0.5883298
   89     0.5817146     0.5883298
   90     0.5817146     0.5883298
   91     0.5817146     0.5883298
   92     0.5817146     0.5883298
   93     0.5817146     0.5883298
   94     0.5817146     0.5883298
   95     0.5817146     0.5883298
   96     0.5817146     0.5883298
   97     0.5817146     0.5883298
   98     0.5817146     0.5883298
   99     0.5817146     0.5883298
  100     0.5817146     0.5883298
TRAIN ERROR =  0.5817146
TEST  ERROR =  0.5883298
VAL   ERROR =  0.5879445
 
