
 epochs   TRAIN_error   TEST_error
    1     0.5835040     0.5935844
    2     0.5835040     0.5935844
    3     0.5835040     0.5935844
    4     0.5835040     0.5935844
    5     0.5835040     0.5935844
    6     0.5835040     0.5935844
    7     0.5835040     0.5935844
    8     0.5835040     0.5935844
    9     0.5835040     0.5935844
   10     0.5835040     0.5935844
   11     0.5835040     0.5935844
   12     0.5835040     0.5935844
   13     0.5835040     0.5935844
   14     0.5835040     0.5935844
   15     0.5835040     0.5935844
   16     0.5835040     0.5935844
   17     0.5835040     0.5935844
   18     0.5835040     0.5935844
   19     0.5835040     0.5935844
   20     0.5835040     0.5935844
   21     0.5835040     0.5935844
   22     0.5835040     0.5935844
   23     0.5835040     0.5935844
   24     0.5835040     0.5935844
   25     0.5835040     0.5935844
   26     0.5835040     0.5935844
   27     0.5835040     0.5935844
   28     0.5835040     0.5935844
   29     0.5835040     0.5935844
   30     0.5835040     0.5935844
   31     0.5835040     0.5935844
   32     0.5835040     0.5935844
   33     0.5835040     0.5935844
   34     0.5835040     0.5935844
   35     0.5835040     0.5935844
   36     0.5835040     0.5935844
   37     0.5835040     0.5935844
   38     0.5835040     0.5935844
   39     0.5835040     0.5935844
   40     0.5835040     0.5935844
   41     0.5835040     0.5935844
   42     0.5835040     0.5935844
   43     0.5835040     0.5935844
   44     0.5835040     0.5935844
   45     0.5835040     0.5935844
   46     0.5835040     0.5935844
   47     0.5835040     0.5935844
   48     0.5835040     0.5935844
   49     0.5835040     0.5935844
   50     0.5835040     0.5935844
   51     0.5835040     0.5935844
   52     0.5835040     0.5935844
   53     0.5835040     0.5935844
   54     0.5835040     0.5935844
   55     0.5835040     0.5935844
   56     0.5835040     0.5935844
   57     0.5835040     0.5935844
   58     0.5835040     0.5935844
   59     0.5835040     0.5935844
   60     0.5835040     0.5935844
   61     0.5835040     0.5935844
   62     0.5835040     0.5935844
   63     0.5835040     0.5935844
   64     0.5835040     0.5935844
   65     0.5835040     0.5935844
   66     0.5835040     0.5935844
   67     0.5835040     0.5935844
   68     0.5835040     0.5935844
   69     0.5835040     0.5935844
   70     0.5835040     0.5935844
   71     0.5835040     0.5935844
   72     0.5835040     0.5935844
   73     0.5835040     0.5935844
   74     0.5835040     0.5935844
   75     0.5835040     0.5935844
   76     0.5835040     0.5935844
   77     0.5835040     0.5935844
   78     0.5835040     0.5935844
   79     0.5835040     0.5935844
   80     0.5835040     0.5935844
   81     0.5835040     0.5935844
   82     0.5835040     0.5935844
   83     0.5835040     0.5935844
   84     0.5835040     0.5935844
   85     0.5835040     0.5935844
   86     0.5835040     0.5935844
   87     0.5835040     0.5935844
   88     0.5835040     0.5935844
   89     0.5835040     0.5935844
   90     0.5835040     0.5935844
   91     0.5835040     0.5935844
   92     0.5835040     0.5935844
   93     0.5835040     0.5935844
   94     0.5835040     0.5935844
   95     0.5835040     0.5935844
   96     0.5835040     0.5935844
   97     0.5835040     0.5935844
   98     0.5835040     0.5935844
   99     0.5835040     0.5935844
  100     0.5835040     0.5935844
TRAIN ERROR =  0.5835040
TEST  ERROR =  0.5935844
VAL   ERROR =  0.5902850
 
